fullysupervised,0.7703994821943091,0.7670336931468669,0.7616912301736182,0.6404341417177775,0.6395861235687474,0.3919963257541852,0.39176428877116404,0.38609079814751074,0.26645726175759854
meanteacher,0.7637997301267258,0.7589708213915982,0.6467828730295837,0.6445644998724203,0.6425463428072465,0.6408286300246555,0.39604473437689447,0.26705434399975875,0.26015358736988903
mixmatch,0.7685504274623802,0.7614970128000239,0.6420503066566122,0.6405855816817074,0.389852411309537,0.38116509016941874,0.3806444823816299,0.26449773363400575,0.25777085233763447
pimodel,0.7718455493347814,0.7694558270710711,0.7660894038920724,0.6408423023648677,0.6376783161846634,0.633865660436244,0.3835457767238521,0.38094430938016643,0.2610773398064554
pseudolabel,0.7690524904497218,0.7530114015214243,0.6385603620319941,0.6328045753524357,0.6305604044802259,0.3900189290017859,0.3867619517611313,0.2643710188157448,0.2553589241277306
remixmatch,0.768270110765215,0.7646094887209666,0.7624729658366426,0.6421085619689079,0.6409700021436805,0.3923157888492236,0.3907923796131216,0.389590872463905,0.26563094895597505
supervised,0.7718084343764943,0.7686930838093171,0.3924671246080328,0.3917085240025618,0.391708513078766,0.3859448882248707,0.38513001425867993,0.2687726534032629,0.2606009432201383
uda,0.7694150297615145,0.76867957802956,0.7653044950282505,0.6537926460702803,0.6492479639711263,0.6444265457694399,0.397223995343101,0.3959204010115101,0.26585904148829426
vat,0.7651575362617179,0.6411229394003515,0.6411159861474238,0.6403943982724398,0.3837245041528663,0.3810863195193726,0.2654487280574181,0.26336567037692976,0.25844615961385975
Label Propagation,0.862,0.857,0.855,0.853,0.844,0.84,0.82,0.814,0.784
Self-training,0.99,0.989,0.982,0.941,0.92,0.899,0.876,0.853,0.847
our_method,0.993,0.993,0.993,0.992,0.992,0.992,0.991,0.99,0.989
